gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
YAL064W-B,3.609173518209378,0.05743023584919128,0.9395646333815846,0.16916703628656327,0.8656652572981123,0.9305901515954708
YAL063C|FLO9,19.09914057608892,0.5102976029254522,0.6581269364827507,1.1690391503828874,0.24238785812207897,0.40607835971101547
MSTRG.9|GDH3,697.4536969679093,4.1870228358811845,0.1833329791676587,22.919287467488235,2.98421551077917e-116,1.9248190044525644e-114
MSTRG.2|BDH2,585.0458848901457,2.951110903039585,0.2023566422923429,14.740153480648262,3.5597483660190244e-49,9.184150784329084e-48
MSTRG.11|BDH1,1613.2005510509287,-0.00221320937820781,0.12228713285142351,-0.017948578854498177,0.9856798749226925,0.9856798749226925
MSTRG.8|ECM1,362.85122272759986,-0.8247240779754955,0.20775892170433036,-4.125059838049099,3.70638381152594e-05,0.00015937450389561541
MSTRG.3|CNE1,300.56973247771685,-0.5767407092271253,0.20372128783646173,-2.9514749299279304,0.003162602185202111,0.010199392047276809
MSTRG.10|GPB2,513.4509519446076,0.8101076538062982,0.16737446667216868,4.963249323622446,6.932349786758416e-07,3.5770924899673423e-06
MSTRG.5|PEX22,52.41509585260799,1.1714582420784219,0.4423970636790922,3.029247699253976,0.0024516358374089336,0.008109257000660319
MSTRG.6|ACS1,7428.354648571849,6.676728824951255,0.1274320076886635,52.48903661939238,0.0,0.0
MSTRG.1|FLC2,1168.3349943913488,0.23137222953312653,0.13918088893249095,1.6988991540190606,0.08933818645044671,0.19930341284985267
MSTRG.12|OAF1,400.80823854669035,-0.009027567781412308,0.18362196027940386,-0.052720857389906214,0.9579543203405873,0.9730402151491004
MSTRG.13|AIM2,663.9402809467052,0.6617603094302212,0.1930124949495804,3.5627920370526422,0.0003669313556057875,0.0013524041392327598
MSTRG.15|GEM1,248.63836597472402,0.5927054468488995,0.21619600825469068,2.873158769548957,0.004063898264662171,0.012786411613205368
MSTRG.17|SPC72,185.3006997678936,0.22930311425032918,0.23759672128110826,1.0250057706847024,0.3053604648031417,0.47698694548465365
MSTRG.18|BOL3,239.320552622317,0.34167116820869914,0.21505023400594944,1.6673977379306364,0.09543534337918883,0.20518598826525597
MSTRG.19,241.1605122558426,0.8165105688971266,0.2252829356564601,3.789611095741061,0.0001508833207153034,0.0005898166173416405
MSTRG.21|GCV3,1588.893406641865,-0.6093842599580811,0.12874372275979074,-4.821577484713351,1.424273754245911e-06,6.804863492508241e-06
MSTRG.24|PTA1,565.5481719639049,0.09549643710052047,0.1547788625546697,0.6321624809690304,0.5272807109823952,0.7313893732981611
MSTRG.25,1693.152406846494,-0.8223658870366226,0.12205579129399771,-6.836222128219229,8.130883910507186e-12,6.99256016303618e-11
MSTRG.14|CDC24,571.1643097454478,-0.16587556840856893,0.15441117605051805,-1.112321918592951,0.2659997630291333,0.434354043427319
MSTRG.22|CLN3,520.7334375650397,-0.5087465385273542,0.1662317565673288,-3.1492006564488153,0.0016371773987762573,0.0057079968768145185
MSTRG.23|CYC3,459.15537786883647,0.0915471470082916,0.17170197921693206,0.5499965614811794,0.5823217320167227,0.7814143709449193
MSTRG.29|CDC19,19895.181612694363,-0.891996685394836,0.12617783114161438,-7.148301522389298,8.785816374575675e-13,8.095502230859014e-12
MSTRG.30,13.6308726556366,-1.7968616433081768,1.0697944643184363,-2.560828227708384,0.010442297173835964,0.029283833378800854
MSTRG.31,3.9274122996576812,-0.41496165219551884,0.9598590750581669,-1.1567148098744695,0.24738889692485477,0.4091431756834137
MSTRG.27,83.38335985930918,-0.14697372924503582,0.33656364164762864,-0.49668990877107755,0.6194077396930231,0.7911247368356434
MSTRG.28|RBG1,697.2762942408572,-0.7678668649885575,0.15027480543449684,-5.219249965184867,1.7964916481364805e-07,1.0075974896069825e-06
MSTRG.32|FUN12,3371.841206751165,-0.6086564346532812,0.11814868492817895,-5.230405923575752,1.6913823350266851e-07,9.917650964474655e-07
MSTRG.33,118.44089231013248,0.2732970819366706,0.7189486032947549,0.647313557021072,0.5174290291344469,0.7255254865037353
MSTRG.34|MTW1,29.735401605787317,-0.09207877690087554,0.8271030679367022,-1.5840290907218608,0.11318709921979961,0.23763962644981648
MSTRG.35|FUN19,403.5780525892242,1.8787662394103788,0.19327764604389058,9.888560759801095,4.6668891703805235e-23,6.689207810878751e-22
MSTRG.36|POP5,207.28403893527081,-0.8808893281804563,0.2385758951544884,-3.8776418594448585,0.0001054738285165993,0.00042519137120754094
MSTRG.37|PRP45,257.711908903894,0.9196427949992633,0.21120364397433955,4.520557486346541,6.167699330538886e-06,2.7435628056535043e-05
MSTRG.38,336.90276558105097,0.02259560301635508,0.20064920542158665,0.11576477655407938,0.9078389670131044,0.9444453769733102
MSTRG.40|SNC1,309.1441792736674,0.895399276994232,0.19771257362390368,4.6831704879819,2.8247137941427586e-06,1.301385998015771e-05
MSTRG.41|MYO4,990.9278414907119,-1.0761132580824304,0.1338012777646148,-8.15730881263163,3.4257171508317375e-16,4.017431931429947e-15
MSTRG.42|FRT2,106.54841897537759,0.7383188582968421,0.3147112961385753,2.5710009328105174,0.01014050538172889,0.029069448760956153
MSTRG.43|SAW1,756.4037870649993,0.19070100092838205,0.1447384115077714,1.3462437056448264,0.1782239341824946,0.3332012682542291
MSTRG.44,246.9676214594627,-1.4095531292434598,0.2485941572071325,-5.887032172419929,3.931921965526394e-09,2.669568071331078e-08
MSTRG.44|DRS2,27.113686908581172,-0.09314791527792413,0.5383699914969506,-0.24041823356948755,0.8100060443246349,0.9102920865349404
MSTRG.45,15.098375010612386,-0.6329149635582416,0.7320717924128272,-1.37476033967469,0.16920575752548284,0.3265314744072708
MSTRG.47|MAK16,842.3385775676494,-0.9212430781706433,0.14816158531148566,-6.335770310996885,2.3615838214755837e-10,1.9040269560646893e-09
MSTRG.46|LTE1,318.74609237145546,-0.2701556088295976,0.2013082581666693,-1.403992761180892,0.1603210051552233,0.323147026015997
MSTRG.48|PMT2,2380.599403270209,-1.2719713232746106,0.11160907367384733,-11.47979372759898,1.6667768872547827e-30,2.687677730698337e-29
MSTRG.49|FUN26,415.3923167332929,-0.353488363429394,0.17398462975094983,-2.0997620553644856,0.035749777677255436,0.08868694846857599
MSTRG.50|CCR4,708.3863003174008,-0.10018094774207588,0.1514405005439014,-0.6816743086195834,0.4954449162098534,0.7023340020996823
MSTRG.51|ATS1,252.88302767515844,-0.25994026900295225,0.21534603284701107,-1.272331024665681,0.20325552985749562,0.369295258473478
MSTRG.53|FUN30,737.2382109022468,-0.8686217231845916,0.160846418762075,-5.525450533481452,3.2864116603732315e-08,2.0714827127214592e-07
MSTRG.54|LDS1,17.379340576316135,1.4846050326782159,0.9121586745991626,2.4338056269223105,0.014941015956048081,0.039334511394493926
MSTRG.55|PSK1,899.3651864687705,0.7424608970317351,0.1486645071404632,5.100385480436222,3.38962421320035e-07,1.8219230145951882e-06
MSTRG.56,19.697081218145097,0.6274918283033811,0.6857737092009007,1.3910343819507558,0.16421500103059328,0.32590361742994667
MSTRG.58,1412.883861304777,0.6992312423052449,0.12881555442502046,5.520925826859626,3.372181160244236e-08,2.0714827127214592e-07
MSTRG.60|NTG1,337.3820305263717,0.2515866338003667,0.19739269167441836,1.329039350279913,0.18383498786039343,0.3387816204855822
MSTRG.61|SYN8,292.1095688905832,-0.2443091611588243,0.2052349318950243,-1.247572392463216,0.2121876939176428,0.37633343730861657
MSTRG.57|DEP1,521.3611187367318,0.13612772517386915,0.16433244042254702,0.8527798903430607,0.3937813777717277,0.5838827325580791
MSTRG.62|CYS3,2201.454588298938,-1.4244763246081802,0.1133699977143624,-12.654342155952994,1.0585855924282173e-36,2.2759590237206672e-35
MSTRG.63|SWC3,341.0931201107553,0.09499061325063547,0.19007037431181537,0.5181383298387575,0.6043617588330745,0.7814143709449193
MSTRG.64|MDM10,254.22072840694224,0.5300456877367647,0.2098819404447486,2.6395348840727606,0.008301987865615371,0.024339918969645068
MSTRG.65|SPO7,299.73949768845824,0.15397568343304852,0.20498906367466474,0.7909809978520866,0.4289550802000719,0.6217438802899918
MSTRG.66|FUN14,388.35686692623466,1.4729338591870575,0.2083744244294438,7.257873827494859,3.9322207463168476e-13,3.901972894422103e-12
MSTRG.67|ERP2,675.8400432617989,-1.3103210658694269,0.1555838910430959,-8.56216148829606,1.1077089521140262e-17,1.4289445482270938e-16
MSTRG.68|SSA1,12408.439588975529,2.027615691903339,0.11072882122216701,18.401506018452046,1.2776398744886478e-75,4.1203885952258894e-74
MSTRG.70|EFB1,4829.488914515008,-0.7408037705187408,0.09876800191835401,-7.5662120658224685,3.842645580314683e-14,4.1308439988382844e-13
MSTRG.70,82.94096973590374,-0.5614129590156433,0.38358659304369397,-1.6921781178655395,0.09061201742501573,0.19930341284985267
MSTRG.74|VPS8,482.48296400493206,0.08357312724876902,0.1653162855890926,0.5198469016446293,0.6031702866022965,0.7814143709449193
MSTRG.75,210.80709803864121,-0.6856782580983328,0.2941297145209063,-2.5303528391237093,0.011394787372223197,0.03127505470248495
MSTRG.75|TFC3,630.9632335521386,0.3917838288751791,0.1624693426982788,2.475299637417352,0.01331244348521092,0.03577719186650435
MSTRG.72|NUP60,609.3114026036079,-0.5942696618177087,0.15611798060089052,-3.901536996923951,9.558384917913182e-05,0.0003977521465841292
